,shop_name,creation_date,listing_active_count,num_favorers,currency_code,is_shop_us_based,sale_message,sales_count,review_count,shop_location
4884,AnkletsbyAshlee,2021-01,1,0,USD,True,,-99,0,None
4885,VioletaSEL,2021-01,1,0,EUR,False,,-99,0,None
4886,3DLightMASTER,2021-01,3,0,USD,False,,-99,0,None
4887,SacredGChannel,2021-01,10,1,USD,True,,-99,0,None
4888,NRMNShop,2021-01,2,0,USD,True,,-99,0,None
4889,mark4shopping,2021-01,1,0,USD,False,,-99,0,None
4890,LisaTankArt,2021-01,18,5,GBP,False,"Thank you so much for your purchase, I really hope you enjoy it.",-99,0,None
4891,KingsUpper,2021-01,1,0,USD,False,,-99,0,None
4892,SoulCustomSneakers,2021-01,3,0,MXN,False,,-99,0,None
4893,ArtBySalM,2021-01,1,1,USD,True,,-99,0,None
4894,JohnnyLinDesign,2021-01,1,0,CAD,False,,-99,0,None
4895,tarotjoe,2021-01,4,1,USD,True,,-99,0,None
4896,wheresjuno,2021-01,1,0,USD,True,,-99,0,None
4897,TheLivingDeadArt,2021-01,4,2,GBP,False,,-99,0,None
4898,Trendtopstuff,2021-01,0,0,USD,False,,-99,-99,None
4899,PuppyDove,2021-01,1,0,USD,True,,-99,0,None
4900,NursingBuddyShop,2021-01,1,0,USD,True,,-99,0,None
4901,LuvigistyStore,2021-01,3,0,USD,False,,-99,0,None
4902,JennOrenda,2021-01,1,0,EUR,False,,-99,0,None
4903,aRTyBecauseigotta,2021-01,3,0,GBP,False,,-99,0,None
4904,DreamThymeFarmLLC,2021-01,20,6,USD,True,"Thank you so much for supporting small farmers, especially woman owned and operated. Everything I make, I make with love on my farm. I have been making goat milk soaps for over 20 years from goats that have been raised here, loved and hugged, since birth. Please feel free to follow the farm on social media, where you can see the animals and see what we do. May your life be surrounded by love, and sending hugs to you and your loved ones. Thank you, Farmer Lynne",-99,0,None
4905,LuwianDesign,2021-01,1,0,GBP,False,,-99,0,None
4906,DavidBookShop,2021-01,2,0,USD,False,,-99,0,None
4907,mTheChampions,2021-01,1,0,USD,True,,-99,0,None
4908,HolyPineTops,2021-01,2,1,USD,True,,-99,0,None
4909,Cookiesncreamllc,2021-01,13,0,USD,True,,-99,0,None
4910,LoganCantinPhotos,2021-01,5,0,USD,True,,-99,0,None
4911,KayteePrints,2021-01,14,1,CAD,False,,-99,0,None
4912,ESscentsbyPri,2021-01,5,0,GBP,False,,-99,0,None
4913,ChadBreggShop,2021-01,1,0,USD,True,,-99,0,None
4914,OwlsInvestmentGroup,2021-01,17,1,USD,True,,-99,0,None
4915,KimsKreatiShop,2021-01,14,1,USD,True,Thank you so much for you purchase and supporting my business. If you have any questions or concerns please do not hesitate to contact me.,-99,0,None
4916,NSRbeautycollection,2021-01,10,0,USD,True,,-99,0,None
4917,EriksDigitalStore,2021-01,0,0,USD,False,,-99,-99,None
4918,LoveAcktually,2021-01,20,1,USD,True,,-99,0,None
4919,Lentre2lunes,2021-01,4,0,EUR,False,,-99,0,None
4920,PugglyMuggly,2021-01,1,0,USD,True,,-99,0,None
4921,womencoinpurse,2021-01,3,0,TRY,False,,-99,0,None
4922,Nastasyadecor,2021-01,7,0,USD,False,,-99,0,None
4923,TECustomsShop,2021-01,2,0,USD,True,,-99,0,None
4924,LoryBeautyCreations,2021-01,20,0,GBP,False,,-99,0,None
4925,hozloz,2021-01,0,0,EUR,False,,-99,-99,None
4926,ResinecreationArt,2021-01,27,0,EUR,False,,-99,0,None
4927,BracketsUK,2021-01,1,0,GBP,False,,-99,0,None
4928,ChristineSieglinde,2021-01,1,0,EUR,False,,-99,0,None
4929,CustomOdditiesShop,2021-01,1,0,USD,True,,-99,0,None
4930,bagsccluxury,2021-01,1,0,USD,False,,-99,0,None
4931,Sportcasa,2021-01,0,0,MAD,False,,-99,-99,None
4932,kencasikobryant,2021-01,1,0,USD,True,,-99,0,None
4933,MENILLL,2021-01,1,0,USD,True,,-99,0,None
4934,VestaStoreStudio,2021-01,5,0,USD,True,,-99,0,None
4935,GlitterandSawdustFL,2021-01,8,0,USD,True,,-99,0,None
4936,CustomPlasticTokens,2021-01,3,0,USD,True,,-99,0,None
4937,PaintingsbyKTB,2021-01,8,0,GBP,False,,-99,0,None
4938,PaintedandPointed,2021-01,1,0,USD,True,,-99,0,None
4939,TaideHughesOy,2021-01,1,0,EUR,False,,-99,0,None
4940,8RicaryStore,2021-01,1,0,USD,True,,-99,0,None
4941,Start2PartyShop,2021-01,1,0,GBP,False,,-99,0,None
4942,timguthriea,2021-01,1,0,USD,True,,-99,0,None
4943,PegsAustralia,2021-01,4,0,AUD,False,,-99,0,None
4944,Schef001,2021-01,1,0,EUR,False,,-99,0,None
4945,AccesssAccessoriesss,2021-01,9,0,CAD,False,"Thank you for visiting my Etsy shop!
If you have any questions and/or concerns please don&#39;t hesitate to message me.",-99,0,None
4946,SleepersCorner,2021-01,1,0,USD,True,,-99,0,None
4947,Novitaclothing,2021-01,1,0,GBP,False,,-99,0,None
4948,ElementalGoatForge,2021-01,2,0,USD,True,,-99,0,None
4949,CrochetwithlovebyGem,2021-01,6,2,GBP,False,,-99,0,None
4950,BeckysmeltsShop,2021-01,1,0,GBP,False,,-99,0,None
4951,ShopHeleneUK,2021-01,1,1,GBP,False,,-99,0,None
4952,Maddiessocks,2021-01,0,0,GBP,False,,-99,-99,None
4953,RIVERADeisngUS,2021-01,2,0,USD,True,,-99,0,None
4954,meemTR,2021-01,8,1,USD,False,,-99,0,None
4955,RawwwCreativity,2021-01,1,0,USD,True,,-99,0,None
4956,StudioRiveDroite,2021-01,0,0,EUR,False,,-99,0,None
4957,PolkaDottyCraftsGB,2021-01,3,2,GBP,False,,-99,0,None
4958,KoenOrganicSkincare,2021-01,4,1,USD,True,Thank You for supporting our Small Business ,-99,0,None
4959,StoreByITZIARALCARAZ,2021-01,1,0,EUR,False,,-99,0,None
4960,joaquimdealmeida,2021-01,1,0,USD,True,,-99,0,None
4961,ArtByLisaLennox007,2021-01,4,0,USD,True,,-99,0,None
4962,MargaretDesignGB,2021-01,1,0,USD,False,,-99,0,None
4963,judieandthephantoms,2021-01,4,2,EUR,False,,-99,0,None
4964,BAGSJALEATHER,2021-01,0,0,USD,False,,-99,-99,None
4965,LibraryShopStore,2021-01,0,0,USD,False,,-99,-99,None
4966,ExaltingHimFam,2021-01,11,0,USD,True,,-99,0,None
4967,CCByKaylin,2021-01,2,0,USD,True,,-99,0,None
4968,CandleDirect,2021-01,4,0,GBP,False,,-99,0,None
4969,Jaceyjewelsonline,2021-01,24,0,GBP,False,,-99,0,None
4970,SandersLawrence,2021-01,1,0,USD,False,,-99,0,None
4971,shopmollysl,2021-01,0,0,USD,True,,-99,0,None
4972,Scottishlasscreation,2021-01,3,0,GBP,False,,-99,0,None
4973,ParisCoulson,2021-01,1,0,AUD,False,,-99,0,None
4974,DTGDesignsEtc,2021-01,7,2,USD,True,,-99,0,None
4975,PiLinStudio,2021-01,1,0,CAD,False,,-99,0,None
4976,AmysLazyWitchCrafts,2021-01,2,4,USD,True,,-99,0,None
4977,CardiffCraft,2021-01,2,0,USD,True,,-99,0,None
4978,SoleilLeBoutique,2021-01,2,0,AUD,False,,-99,0,None
4979,MorbidMomentosByLisa,2021-01,1,0,USD,True,,-99,0,None
4980,Ahtohallanspecialty,2021-01,3,1,USD,True,,-99,0,None
4981,Chempcard,2021-01,22,0,USD,False,,-99,0,None
4982,Creadixdoigts,2021-01,13,0,EUR,False,,-99,0,None
4983,EvenCharms,2021-01,0,0,USD,True,,-99,0,None
4984,MILLERDesignUS,2021-01,0,0,USD,True,,-99,0,None
4985,BrokoliCompany,2021-01,1,0,CAD,False,,-99,0,None
4986,HandmadebyRosemStore,2021-01,7,0,EUR,False,,-99,0,None
4987,GlamStickersCo,2021-01,10,1,CAD,False,,-99,0,None
4988,FellStift,2021-01,6,2,EUR,False,,-99,0,None
4989,ThePastelPrettiesCo,2021-01,6,1,USD,True,,-99,0,None
4990,AmourRebelleOfficial,2021-01,2,0,USD,True,,-99,0,None
4991,MelHDoodles,2021-01,1,0,CAD,False,,-99,0,None
4992,trendstrofficial,2021-01,2,1,GBP,False,,-99,0,None
4993,HomemakerMakes,2021-01,3,1,GBP,False,Thank you so much for supporting my small business. It helps feed and clothe my son and gives me so much pride and pleasure!,-99,0,None
4994,OurCustomWorldUK,2021-01,1,0,GBP,False,,-99,0,None
4995,SierraAndSol,2021-01,1,0,AUD,False,,-99,0,None
4996,PugachevaArt,2021-01,0,0,USD,False,,-99,-99,None
4997,xashopis,2021-01,1,0,GBP,False,,-99,0,None
4998,jamesandcolors,2021-01,0,0,USD,True,,-99,0,None
4999,SockenExpress,2021-01,1,0,EUR,False,,-99,0,None
5000,ThePastelPrettiesCo,2021-01,6,1,USD,True,,-99,0,None
5001,AmourRebelleOfficial,2021-01,2,0,USD,True,,-99,0,None
5002,MelHDoodles,2021-01,1,0,CAD,False,,-99,0,None
5003,trendstrofficial,2021-01,2,1,GBP,False,,-99,0,None
5004,HomemakerMakes,2021-01,3,1,GBP,False,Thank you so much for supporting my small business. It helps feed and clothe my son and gives me so much pride and pleasure!,-99,0,None
5005,OurCustomWorldUK,2021-01,1,0,GBP,False,,-99,0,None
5006,SierraAndSol,2021-01,1,0,AUD,False,,-99,0,None
5007,PugachevaArt,2021-01,0,0,USD,False,,-99,-99,None
5008,xashopis,2021-01,1,0,GBP,False,,-99,0,None
5009,jamesandcolors,2021-01,0,0,USD,True,,-99,0,None
5010,SockenExpress,2021-01,1,0,EUR,False,,-99,0,None
5011,DEsignMIGifts,2021-01,1,0,GBP,False,,-99,0,None
5012,Bubblyscent,2021-01,1,0,GBP,False,,-99,0,None
5013,PopIceCream,2021-01,1,0,GBP,False,,-99,0,None
5014,Shopcaylo,2021-01,9,0,USD,True,,-99,0,None
5015,XGOODGEARX,2021-01,2,0,USD,True,,-99,0,None
5016,qalap,2021-01,1,0,EUR,False,,-99,0,None
5017,VuleShopRS,2021-01,2,0,USD,False,,-99,0,None
5018,GiftsbyLittleLovely,2021-01,1,0,GBP,False,,-99,0,None
5019,CharadasMacrame,2021-01,0,0,EUR,False,,-99,0,None
5020,ArtByGheeQ,2021-01,13,2,USD,True,,-99,0,None
5021,RainbowKidsPrints,2021-01,1,0,EUR,False,,-99,0,None
5022,HFSwaneyLeatherWorx,2021-01,6,1,USD,True,,-99,0,None
5023,LululandCandles,2021-01,2,0,GBP,False,,-99,0,None
5024,RachelVenkatesh,2021-01,2,0,USD,False,,-99,0,None
5025,StormMarketplace,2021-01,2,0,USD,False,,-99,0,None
5026,Kazachenokb,2021-01,0,1,USD,False,,-99,-99,None
5027,HandmadeByAnnaLu,2021-01,4,0,USD,True,,-99,0,None
5028,ChicaByDido,2021-01,3,1,TRY,False,,-99,0,None
5029,TheLoveFinds,2021-01,9,2,USD,True,,-99,0,None
5030,goodhat1,2021-01,7,0,USD,True,,-99,0,None
5031,ardentpowdercoating,2021-01,3,0,USD,True,,-99,0,None
5032,MediterraneanArtTR,2021-01,1,0,USD,False,"Dear customers,

     Thanks, We hope you enjoy your purchase.

    Here are a few things you might need to know.

--- Your order will be shipped within 3 business days from Turkey.

--- I ship to the adress you provide on Etsy during checkout, so please take a second to make sure it is correct + let me know if it&#39;s not.

--- You will receive a message with a complimentary tracking number when your item ships, so be sure to be on the lookout for that...and get excited !

--- Please feel free to message me through Etsy with any questions regarding your order.

Best wishes !
Soner
",-99,0,None
5033,Jwdleather,2021-01,0,0,USD,True,,-99,0,None
5034,QueenBeeBeautyx,2021-01,0,0,GBP,False,,-99,0,None
5035,TooryStore,2021-01,2,0,USD,False,,-99,0,None
5036,MajesticMeltsShop,2021-01,3,1,GBP,False,,-99,0,None
5037,SamudraDesign,2021-01,1,0,USD,False,,-99,0,None
5038,SacreProfane,2021-01,1,0,EUR,False,,-99,0,None
5039,GraceDClements,2021-01,14,2,GBP,False,,-99,0,None
5040,tystiedyee,2021-01,1,0,GBP,False,,-99,0,None
5041,IonieBoutique,2021-01,5,0,USD,True,,-99,0,None
5042,NgoHoangLocShop,2021-01,1,0,USD,False,,-99,0,None
5043,Poohbearprints,2021-01,6,0,USD,True,,-99,0,None
5044,SmartItemsGB,2021-01,1,0,GBP,False,,-99,0,None
5045,ArtistryAndArtifice,2021-01,2,1,USD,True,,-99,0,None
5046,LexiBrennerShop,2021-01,1,0,USD,True,,-99,0,None
5047,ManwillaEva,2021-01,0,0,USD,True,,-99,-99,None
5048,KyeKreates,2021-01,2,4,USD,True,,-99,0,None
5049,WordsmithyDesigns,2021-01,3,0,DKK,False,,-99,0,None
5050,thiudisc,2021-01,7,0,EUR,False,,-99,0,None
5051,MarioNunezArt,2021-01,1,0,USD,True,,-99,0,None
5052,WireandWoodByJohn,2021-01,8,1,GBP,False,,-99,0,None
5053,CaineHPhotography,2021-01,9,0,GBP,False,,-99,0,None
5054,fhemagazine,2021-01,31,0,USD,False,,-99,0,None
5055,AmiiboCentralShop,2021-01,1,0,USD,True,,-99,0,None
5056,HELENHANDBAGSHOP,2021-01,1,0,GBP,False,,-99,0,None
5057,BRENLLA,2021-01,1,0,USD,True,,-99,0,None
5058,FromDesignToCreation,2021-01,1,0,USD,True,,-99,0,None
5059,JuanLopezDesigns,2021-01,1,0,USD,True,,-99,0,None
5060,Synccreation,2021-01,4,0,USD,False,,-99,0,None
5061,RolliesDesign,2021-01,1,0,GBP,False,,-99,0,None
5062,StudinMedical,2021-01,8,0,USD,False,,-99,0,None
5063,HonneybeeCrafts,2021-01,6,2,USD,True,,-99,0,None
5064,Adams3DWorkshop,2021-01,5,0,USD,True,,-99,0,None
5065,TamarackSchoolStore,2021-01,1,0,USD,True,,-99,0,None
5066,FitnessshopGoods,2021-01,2,0,USD,True,,-99,0,None
5067,CottonCandyDips,2021-01,0,0,USD,True,,-99,0,None
5068,IngebrigtsenshopArt,2021-01,1,0,USD,False,,-99,0,None
5069,BoneheadBandanas,2021-01,16,0,USD,True,Thank you for your purchase! ,-99,0,None
5070,TheLittlePen,2021-01,1,1,CAD,False,,-99,0,None
5071,TropicalHeartDecals,2021-01,6,0,USD,True,,-99,0,None
5072,DicePlus,2021-01,5,1,USD,True,,-99,0,None
5073,guillemot12,2021-01,1,0,CAD,True,,-99,0,None
5074,AZABOY,2021-01,10,0,USD,True,,-99,0,None
5075,HoneyBabyBathNBody,2021-01,2,0,USD,True,,-99,0,None
5076,TheGreenButterfly22,2021-01,1,0,USD,True,,-99,0,None
5077,JeanLeeCreations,2021-01,5,0,USD,True,,-99,0,None
5078,LittleCarolinaCo,2021-01,1,0,USD,True,,-99,0,None
5079,HouseofresinByHolly,2021-01,2,0,GBP,False,,-99,0,None
5080,Stefsacrylicart,2021-01,2,0,USD,True,,-99,0,None
5081,trixiestitchx,2021-01,4,0,GBP,False,,-99,0,None
5082,DesignerdupesDesigns,2021-01,3,0,USD,True,,-99,0,None
5083,Artworkbymaragarnett,2021-01,9,2,CAD,False,Thank you for purchasing my artwork! ❤️,-99,0,None
5084,PaintedrocksTink,2021-01,13,0,GBP,False,,-99,0,None
5085,wildhatter,2021-01,2,0,USD,True,,-99,0,None
5086,MavkaHandmadeJewelry,2021-01,2,0,EUR,False,,-99,0,None
5087,CountYourStitchesCo,2021-01,2,3,USD,True,,-99,0,None
5088,Illustrationsjlm,2021-01,3,1,GBP,False,,-99,0,None
5089,ChristyDesignStore,2021-01,1,0,USD,False,,-99,0,None
5090,firstfaith,2021-01,0,0,USD,True,,-99,0,None
5091,sairmouskir,2021-01,0,0,EUR,False,,-99,0,None
5092,WALKERDesignUS,2021-01,0,0,USD,True,,-99,0,None
5093,JessieTGemsJewelry,2021-01,19,0,CAD,False,,-99,0,None
5094,glc8o9ei23f1gb95,2021-01,2,0,GBP,False,,-99,0,None
5095,BlackWidowShopDesign,2021-01,2,0,USD,False,,-99,0,None
5096,BoltGrabGaming,2021-01,11,0,USD,True,,-99,0,None
5097,Daughterofco,2021-01,0,0,GBP,False,,-99,0,None
5098,hmhandmadetr,2021-01,1,0,USD,False,,-99,0,None
5099,Lawzaa,2021-01,8,0,GBP,False,,-99,0,None
5100,PaintedrocksTink,2021-01,13,0,GBP,False,,-99,0,None
5101,wildhatter,2021-01,2,0,USD,True,,-99,0,None
5102,MavkaHandmadeJewelry,2021-01,2,0,EUR,False,,-99,0,None
5103,CountYourStitchesCo,2021-01,2,3,USD,True,,-99,0,None
5104,Illustrationsjlm,2021-01,3,1,GBP,False,,-99,0,None
5105,ChristyDesignStore,2021-01,1,0,USD,False,,-99,0,None
5106,firstfaith,2021-01,0,0,USD,True,,-99,0,None
5107,sairmouskir,2021-01,0,0,EUR,False,,-99,0,None
5108,WALKERDesignUS,2021-01,0,0,USD,True,,-99,0,None
5109,JessieTGemsJewelry,2021-01,19,0,CAD,False,,-99,0,None
5110,glc8o9ei23f1gb95,2021-01,2,0,GBP,False,,-99,0,None
5111,BlackWidowShopDesign,2021-01,2,0,USD,False,,-99,0,None
5112,BoltGrabGaming,2021-01,11,0,USD,True,,-99,0,None
5113,Daughterofco,2021-01,0,0,GBP,False,,-99,0,None
5114,hmhandmadetr,2021-01,1,0,USD,False,,-99,0,None
5115,Lawzaa,2021-01,8,0,GBP,False,,-99,0,None
5116,Cynthiadollandstuff,2021-01,1,0,USD,True,,-99,0,None
5117,fizzytulip,2021-01,4,0,GBP,False,,-99,0,None
5118,HgprintsByHarriet,2021-01,23,3,GBP,False,,-99,0,None
5119,CELIAROMANShop,2021-01,1,0,USD,True,,-99,0,None
5120,ModnoArt,2021-01,2,0,USD,False,,-99,0,None
5121,LittlegiftsbyHannah,2021-01,0,0,GBP,False,,-99,0,None
5122,WestergaardWoodcraft,2021-01,1,0,DKK,False,,-99,0,None
5123,Jinksyschocs,2021-01,3,0,GBP,False,,-99,0,None
5124,OjedasStore,2021-01,2,0,USD,True,,-99,0,None
5125,VorShop,2021-01,2,0,USD,False,,-99,0,None
5126,KIASMILEBEAUTY,2021-01,2,0,GBP,False,,-99,0,None
5127,Wavesgifts,2021-01,1,0,USD,False,,-99,0,None
5128,BeARTbyBP,2021-01,7,0,DKK,False,,-99,0,None
5129,ACardShoppe,2021-01,1,0,USD,True,,-99,0,None
5130,PersonalforYouCo,2021-01,1,0,GBP,False,,-99,0,None
5131,lila9alil,2021-01,3,0,EUR,False,,-99,0,None
5132,SummerlynCreate,2021-01,7,0,USD,True,,-99,0,None
5133,IzolaKnostwd,2021-01,1,0,USD,True,,-99,0,None
5134,LilsWaxCreations,2021-01,4,0,GBP,False,,-99,0,None
5135,SoCitySocial,2021-01,15,0,CAD,False,,-99,0,None
5136,NazarKabejan,2021-01,1,0,USD,True,,-99,0,None
5137,MentalHealthByBOK,2021-01,10,1,CAD,False,,-99,0,None
5138,JolieMontre,2021-01,1,0,USD,True,,-99,0,None
5139,CHROBAKDESIGN,2021-01,10,0,EUR,False,,-99,0,None
5140,PagesCardsandSun,2021-01,8,0,CAD,False,,-99,0,None
5141,AbelPaulesDesign,2021-01,1,0,USD,False,,-99,0,None
5142,BacatusPublishing,2021-01,1,0,GBP,False,,-99,0,None
5143,bedbarkandbeyond,2021-01,4,0,USD,True,,-99,0,None
5144,Lumintwo,2021-01,1,0,IDR,False,,-99,0,None
5145,XagaDesign,2021-01,0,0,USD,False,,-99,0,None
5146,MeadowMoonDesign,2021-01,7,4,GBP,False,,-99,0,None
5147,PureRoyalPerfumes,2021-01,4,0,GBP,False,,-99,0,None
5148,ZAZPOHATS,2021-01,1,0,USD,True,,-99,0,None
5149,FiliMompos,2021-01,1,0,USD,False,,-99,0,None
5150,coolstylishstuff,2021-01,1,0,USD,True,,-99,0,None
5151,SinisterSculpts,2021-01,11,0,USD,True,,-99,0,None
5152,beadsbabyxo,2021-01,0,0,GBP,False,,-99,0,None
5153,TommysMissingJewels,2021-01,1,0,USD,True,,-99,0,None
5154,WORONART,2021-01,25,0,USD,False,,-99,0,None
5155,Candleinfusion,2021-01,8,0,GBP,False,,-99,0,None
5156,SeamanCovidDoodles,2021-01,0,0,USD,True,,-99,0,None
5157,TorunTreasures,2021-01,3,0,USD,True,,-99,0,None
5158,TheRustyPineDesigns,2021-01,11,3,USD,True,,-99,2,None
5159,PamperbypostGB,2021-01,1,0,GBP,False,,-99,0,None
5160,Dinaclogs,2021-01,15,0,EUR,False,,-99,0,None
5161,LavinderHouse,2021-01,1,0,USD,True,Thanks for being amazing.,-99,0,None
5162,paogua,2021-01,1,0,USD,True,,-99,0,None
5163,hackshj,2021-01,2,0,USD,True,,-99,0,None
5164,ImpulsegoodsCo,2021-01,2,0,CAD,False,,-99,0,None
5165,SAFIhomeStudio,2021-01,1,0,GBP,False,,-99,0,None
5166,TeeDistrict,2021-01,1,0,CAD,False,,-99,0,None
5167,HollicraftCo,2021-01,4,1,GBP,False,,-99,0,None
5168,keyxvalentine,2021-01,0,0,USD,True,,-99,0,None
5169,4SolDesign,2021-01,11,0,GBP,False,,-99,0,None
5170,Glueckstaler,2021-01,1,0,EUR,False,,-99,0,None
5171,CharleneGobert,2021-01,1,0,CAD,False,,-99,0,None
5172,DavidHallera,2021-01,1,0,USD,True,,-99,0,None
5173,Flamescert,2021-01,1,0,USD,True,,-99,0,None
5174,BabiakStore,2021-01,1,0,USD,False,,-99,0,None
5175,BrittanyLonga,2021-01,1,0,USD,True,,-99,0,None
5176,heyyatom,2021-01,1,0,USD,True,,-99,0,None
5177,CraftDragonStudio,2021-01,1,2,USD,True,,-99,0,None
5178,HighlandArtsByEmily,2021-01,2,0,USD,True,,-99,0,None
5179,GoldenBoyFarms,2021-01,1,0,USD,True,,-99,0,None
5180,DanielCarsonShop,2021-01,1,0,USD,True,,-99,0,None
5181,Enajman,2021-01,3,0,USD,True,,-99,0,None
5182,HermesLuxeury,2021-01,5,0,EUR,False,,-99,0,None
5183,DUVALLDesignUS,2021-01,1,0,USD,True,,-99,0,None
5184,sessangahenry,2021-01,1,0,USD,False,,-99,0,None
5185,RomineitorStore,2021-01,0,0,MXN,False,,-99,0,None
5186,CustomEssentialsAU,2021-01,1,0,AUD,False,,-99,0,None
5187,RaineBowieArcade,2021-01,3,0,USD,True,,-99,0,None
5188,KrazyKnotsDesigns,2021-01,6,0,USD,True,,-99,0,None
5189,CatrinaDoironArt,2021-01,1,0,USD,False,,-99,0,None
5190,Samrise,2021-01,1,0,USD,False,,-99,0,None
5191,StBenedictGifts,2021-01,30,0,USD,True,,-99,0,None
5192,NataliaSArtStudio,2021-01,2,0,EUR,False,,-99,0,None
5193,Joyouswax,2021-01,2,0,USD,True,,-99,0,None
5194,NamsWorkArt,2021-01,2,0,SGD,False,,-99,0,None
5195,GOSERVICE,2021-01,1,0,USD,False,,-99,0,None
5196,KollektifDesigns,2021-01,13,0,USD,True,,-99,0,None
5197,EverythingxAshy,2021-01,3,1,GBP,False,,-99,0,None
5198,breezeaccessory,2021-01,11,1,USD,False,,-99,0,None
5199,OsianaRose,2021-01,10,0,GBP,False,,-99,0,None
5200,KrazyKnotsDesigns,2021-01,6,0,USD,True,,-99,0,None
5201,CatrinaDoironArt,2021-01,1,0,USD,False,,-99,0,None
5202,Samrise,2021-01,1,0,USD,False,,-99,0,None
5203,StBenedictGifts,2021-01,30,0,USD,True,,-99,0,None
5204,NataliaSArtStudio,2021-01,2,0,EUR,False,,-99,0,None
5205,Joyouswax,2021-01,2,0,USD,True,,-99,0,None
5206,NamsWorkArt,2021-01,2,0,SGD,False,,-99,0,None
5207,GOSERVICE,2021-01,1,0,USD,False,,-99,0,None
5208,KollektifDesigns,2021-01,13,0,USD,True,,-99,0,None
5209,EverythingxAshy,2021-01,3,1,GBP,False,,-99,0,None
5210,breezeaccessory,2021-01,11,1,USD,False,,-99,0,None
5211,OsianaRose,2021-01,10,0,GBP,False,,-99,0,None
5212,KatherineTursick,2021-01,1,0,USD,True,,-99,0,None
5213,HandmadebySabinGoods,2021-01,7,0,EUR,False,,-99,0,None
5214,Lykosaccessories,2021-01,11,0,GBP,False,,-99,0,None
5215,MysteriousStone,2021-01,1,0,USD,True,,-99,0,None
5216,aissamcare,2021-01,0,0,USD,False,,-99,-99,None
5217,TorpedoTubes,2021-01,15,0,USD,True,,-99,0,None
5218,YoungbyName,2021-01,0,0,EUR,False,,-99,0,None
5219,Doodadaroo,2021-01,7,0,USD,True,,-99,0,None
5220,TeufelsKunststube,2021-01,1,0,EUR,False,,-99,0,None
5221,WhoCanToucanbyJenne,2021-01,1,0,USD,True,,-99,0,None
5222,RayPlus,2021-01,1,0,USD,True,,-99,0,None
5223,IsabelReichertShop,2021-01,1,0,CAD,False,,-99,0,None
5224,EttaDeansTartMelts,2021-01,1,1,USD,True,,-99,0,None
5225,StyleMyWayByMandy,2021-01,4,0,USD,True,,-99,0,None
5226,WalterShopCrafts,2021-01,1,0,USD,True,,-99,0,None
5227,BoucherouiteRugs,2021-01,4,0,USD,False,,-99,0,None
5228,Leverage3D,2021-01,2,0,USD,True,,-99,0,None
5229,LAdesignessex,2021-01,1,0,GBP,False,,-99,0,None
5230,BugLifeHustles,2021-01,6,0,USD,True,,-99,0,None
5231,AenaCreaDesigns,2021-01,3,1,EUR,False,,-99,0,None
5232,AptArtbyAutumnShop,2021-01,1,0,USD,True,,-99,0,None
5233,DestinyJewelBeauty,2021-01,0,0,GBP,False,,-99,0,None
5234,debreanacox,2021-01,1,0,USD,True,,-99,0,None
5235,RetroboutiqueStore,2021-01,1,0,USD,True,,-99,0,None
5236,DeerHuntiningShop,2021-01,1,0,USD,True,,-99,0,None
5237,TheFoodMonsters,2021-01,1,0,USD,True,"Thank you for your purchase. Now go find the Food Monsters before they find you!

- The Food Monsters Team",-99,0,None
5238,LovelyjewerlyByGia,2021-01,1,0,USD,True,,-99,0,None
5239,qiaotangweng,2021-01,1,0,USD,True,,-99,0,None
5240,Tazamaafricantarot,2021-01,1,0,EUR,False,,-99,0,None
5241,BathBombsByT,2021-01,4,0,GBP,False,,-99,0,None
5242,chikanchuang,2021-01,1,0,USD,True,,-99,0,None
5243,Ebookology,2021-01,1,0,USD,True,,-99,0,None
5244,anthonyevansa,2021-01,1,0,USD,True,,-99,0,None
5245,CustomsbyNatDesigns,2021-01,1,0,USD,True,,-99,0,None
5246,zhebuqiang,2021-01,1,0,USD,True,,-99,0,None
5247,TjayMadeIt,2021-01,2,1,GBP,False,,-99,0,None
5248,DonegalandDarvel,2021-01,1,0,GBP,False,,-99,0,None
5249,napoleonholling,2021-01,1,0,USD,True,,-99,0,None
5250,RossiZenArt,2021-01,2,0,EUR,False,,-99,0,None
5251,Marjanita,2021-01,4,0,EUR,False,,-99,0,None
5252,zhaoluzai,2021-01,1,0,USD,True,,-99,0,None
5253,MishriNayar,2021-01,1,0,USD,False,,-99,0,None
5254,BossLadySalon,2021-01,2,0,CAD,False,,-99,0,None
5255,veronicawilliamsona,2021-01,1,0,USD,True,,-99,0,None
5256,OppaiMazuCreations,2021-01,4,0,GBP,False,,-99,0,None
5257,Randomkunst,2021-01,2,0,EUR,False,"Vielen Dank für deinen Kauf bei Randomkunst, deine Unterstützung bedeutet mir sehr viel!",-99,0,None
5258,EOKjewelrystore,2021-01,3,0,USD,True,,-99,0,None
5259,BigfansofNike,2021-01,2,0,USD,True,,-99,0,None
5260,ArtbyadamDesign,2021-01,4,0,GBP,False,,-99,0,None
5261,HaiHunny,2021-01,1,0,USD,True,,-99,0,None
5262,MasilKR,2021-01,1,0,USD,False,,-99,0,None
5263,QuietWildAbstract,2021-01,2,0,USD,True,,-99,0,None
5264,PleasurePainByNature,2021-01,2,0,SEK,False,,-99,0,None
5265,GuangliCrafts,2021-01,1,0,HKD,False,,-99,0,None
5266,KimSheppardStore,2021-01,1,0,USD,False,,-99,0,None
